invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
553728,21324,Unknown product,2,2011-05-18 17:17:00,0.0,,United Kingdom
553729,82599,Unknown product,2,2011-05-18 17:17:00,0.0,,United Kingdom
553743,21318,Unknown product,-62,2011-05-19 09:44:00,0.0,,United Kingdom
553744,85141,Unknown product,-7,2011-05-19 09:44:00,0.0,,United Kingdom
553745,84760S,Unknown product,2,2011-05-19 09:46:00,0.0,,United Kingdom
553746,84990,Unknown product,1,2011-05-19 09:46:00,0.0,,United Kingdom
553769,23444,Unknown product,200,2011-05-19 10:48:00,0.0,,United Kingdom
554017,22520,Unknown product,-101,2011-05-20 13:15:00,0.0,,United Kingdom
554020,22518,Unknown product,-30,2011-05-20 13:17:00,0.0,,United Kingdom
554021,20886,Unknown product,-65,2011-05-20 13:18:00,0.0,,United Kingdom
554022,20886,Unknown product,10,2011-05-20 13:19:00,0.0,,United Kingdom
554023,82613B,Unknown product,-71,2011-05-20 13:20:00,0.0,,United Kingdom
554024,20998,Unknown product,-11,2011-05-20 13:21:00,0.0,,United Kingdom
554037,22619,SET OF 6 SOLDIER SKITTLES,80,2011-05-20 14:13:00,0.0,12415.0,Australia
554128,84563A,damaged,-4,2011-05-23 09:26:00,0.0,,United Kingdom
554133,84596J,Unknown product,-3,2011-05-23 09:46:00,0.0,,United Kingdom
554143,79030G,damages,-413,2011-05-23 10:40:00,0.0,,United Kingdom
554144,79030D,damages,-664,2011-05-23 10:42:00,0.0,,United Kingdom
554145,84313C,Unknown product,-12,2011-05-23 10:43:00,0.0,,United Kingdom
554148,20966,Unknown product,1,2011-05-23 10:53:00,0.0,,United Kingdom
554149,85185D,Unknown product,1,2011-05-23 10:53:00,0.0,,United Kingdom
554267,84313C,Unknown product,6,2011-05-23 12:56:00,0.0,,United Kingdom
554276,22966,Unknown product,-58,2011-05-23 13:19:00,0.0,,United Kingdom
554287,22700,smashed,-48,2011-05-23 14:17:00,0.0,,United Kingdom
554299,20975,Unknown product,-39,2011-05-23 14:28:00,0.0,,United Kingdom
554311,84743C,Unknown product,-16,2011-05-23 15:28:00,0.0,,United Kingdom
554312,84741C,Unknown product,-2,2011-05-23 15:28:00,0.0,,United Kingdom
554313,21144,Unknown product,-63,2011-05-23 15:28:00,0.0,,United Kingdom
554314,85195,Unknown product,-13,2011-05-23 15:29:00,0.0,,United Kingdom
554316,21195,Unknown product,-1,2011-05-23 15:29:00,0.0,,United Kingdom
554317,85198,Unknown product,-11,2011-05-23 15:29:00,0.0,,United Kingdom
554318,84535A,Unknown product,-65,2011-05-23 15:30:00,0.0,,United Kingdom
554319,47574B,Unknown product,-13,2011-05-23 15:31:00,0.0,,United Kingdom
554320,16053,Unknown product,-102,2011-05-23 15:32:00,0.0,,United Kingdom
554321,16244B,Unknown product,-5,2011-05-23 15:32:00,0.0,,United Kingdom
554328,21609,Unknown product,-46,2011-05-23 16:49:00,0.0,,United Kingdom
554352,22720,Unknown product,4,2011-05-24 08:57:00,0.0,,United Kingdom
554360,22524,Unknown product,-13,2011-05-24 09:59:00,0.0,,United Kingdom
554377,79164,Unknown product,47,2011-05-24 11:34:00,0.0,,United Kingdom
554378,20975,Unknown product,3,2011-05-24 11:35:00,0.0,,United Kingdom
554432,85132A,damaged,-97,2011-05-24 12:16:00,0.0,,United Kingdom
554488,84913A,Unknown product,-75,2011-05-24 13:35:00,0.0,,United Kingdom
554550,47566B,incorrectly credited C550456 see 47,1300,2011-05-25 09:57:00,0.0,,United Kingdom
554551,47566B,reverse previous adjustment,-1300,2011-05-25 09:58:00,0.0,,United Kingdom
554553,47566B,incorrectly credited C550456 see 47,-1300,2011-05-25 09:59:00,0.0,,United Kingdom
554559,16151A,Unknown product,-2,2011-05-25 10:28:00,0.0,,United Kingdom
554627,84746,Unknown product,67,2011-05-25 11:26:00,0.0,,United Kingdom
554634,85214,Unknown product,64,2011-05-25 11:44:00,0.0,,United Kingdom
554673,35653,Unknown product,24,2011-05-25 16:01:00,0.0,,United Kingdom
554675,20903,Unknown product,-33,2011-05-25 16:01:00,0.0,,United Kingdom
554676,71143,Unknown product,-31,2011-05-25 16:03:00,0.0,,United Kingdom
554677,20664,Unknown product,9,2011-05-25 16:03:00,0.0,,United Kingdom
554678,85086A,Unknown product,-30,2011-05-25 16:03:00,0.0,,United Kingdom
554679,35916A,Unknown product,-21,2011-05-25 16:04:00,0.0,,United Kingdom
554680,35916B,Unknown product,-21,2011-05-25 16:04:00,0.0,,United Kingdom
554681,35916C,Unknown product,-32,2011-05-25 16:04:00,0.0,,United Kingdom
554696,85016,Unknown product,5,2011-05-25 17:14:00,0.0,,United Kingdom
554828,16049,Unknown product,74,2011-05-26 15:21:00,0.0,,United Kingdom
554829,20801,Unknown product,6,2011-05-26 15:22:00,0.0,,United Kingdom
554830,21904,Unknown product,3,2011-05-26 15:22:00,0.0,,United Kingdom
554831,84906,Unknown product,2,2011-05-26 15:22:00,0.0,,United Kingdom
554852,21272,?,-212,2011-05-27 09:24:00,0.0,,United Kingdom
554857,POST,Unknown product,800,2011-05-27 10:08:00,0.0,,United Kingdom
554907,40003,Unknown product,-11,2011-05-27 11:45:00,0.0,,United Kingdom
554928,21763,Unknown product,-3,2011-05-27 13:03:00,0.0,,United Kingdom
554962,84691,Unknown product,2,2011-05-27 15:24:00,0.0,,United Kingdom
555330,84804A,wet damaged,-125,2011-06-02 11:11:00,0.0,,United Kingdom
555331,84800L,wet damaged,-144,2011-06-02 11:11:00,0.0,,United Kingdom
555332,84801A,wet damaged,-48,2011-06-02 11:11:00,0.0,,United Kingdom
555333,84805B,wet damaged,-96,2011-06-02 11:12:00,0.0,,United Kingdom
555334,84805A,wet damaged,-96,2011-06-02 11:12:00,0.0,,United Kingdom
555335,84804B,Unknown product,-96,2011-06-02 11:13:00,0.0,,United Kingdom
555387,22276,Unknown product,-59,2011-06-02 15:30:00,0.0,,United Kingdom
555390,22501,Unknown product,50,2011-06-02 16:29:00,0.0,,United Kingdom
555391,22501,Unknown product,-10,2011-06-02 16:29:00,0.0,,United Kingdom
555402,22501,Unknown product,10,2011-06-02 17:55:00,0.0,,United Kingdom
555469,84917,Unknown product,1,2011-06-03 11:11:00,0.0,,United Kingdom
555503,84313C,damaged,-1,2011-06-03 15:39:00,0.0,,United Kingdom
555505,79030G,Water damaged,-16,2011-06-03 15:48:00,0.0,,United Kingdom
555506,21397,damaged,-57,2011-06-03 16:03:00,0.0,,United Kingdom
555821,21399,Unknown product,-116,2011-06-07 12:01:00,0.0,,United Kingdom
555822,35809A,Unknown product,-13,2011-06-07 12:04:00,0.0,,United Kingdom
555823,47021G,Unknown product,-52,2011-06-07 12:06:00,0.0,,United Kingdom
555824,21043,Unknown product,-12,2011-06-07 12:06:00,0.0,,United Kingdom
555838,22966,Unknown product,-6,2011-06-07 12:37:00,0.0,,United Kingdom
556012,15044B,Unknown product,-27,2011-06-08 11:45:00,0.0,,United Kingdom
556013,21662,Unknown product,-17,2011-06-08 11:46:00,0.0,,United Kingdom
556014,37476,Unknown product,-3,2011-06-08 11:46:00,0.0,,United Kingdom
556015,37501,Unknown product,-13,2011-06-08 11:50:00,0.0,,United Kingdom
556046,21890,missing,-140,2011-06-08 12:56:00,0.0,,United Kingdom
556061,20906,Unknown product,-21,2011-06-08 14:04:00,0.0,,United Kingdom
556069,84226,Unknown product,-34,2011-06-08 14:41:00,0.0,,United Kingdom
556074,22519,Unknown product,-19,2011-06-08 15:14:00,0.0,,United Kingdom
556122,85019C,Damaged,-108,2011-06-09 10:12:00,0.0,,United Kingdom
556123,22272,Damaged,-15,2011-06-09 10:13:00,0.0,,United Kingdom
556124,17007B,Unknown product,-4,2011-06-09 10:14:00,0.0,,United Kingdom
556180,22502,Unknown product,40,2011-06-09 11:29:00,0.0,,United Kingdom
556200,84796B,Unknown product,17,2011-06-09 12:42:00,0.0,,United Kingdom
556231,85123A,?,4000,2011-06-09 15:04:00,0.0,,United Kingdom
556232,21135,sold as set on dotcom,-304,2011-06-09 15:15:00,0.0,,United Kingdom
556233,21136,sold as set on dotcom,-272,2011-06-09 15:20:00,0.0,,United Kingdom
556242,21700,sold as set on dotcom and amazon,-1206,2011-06-09 16:06:00,0.0,,United Kingdom
556260,37340,sold as set on dotcom,-18,2011-06-09 18:02:00,0.0,,United Kingdom
556261,79051A,sold as set on dotcom,-6,2011-06-09 18:03:00,0.0,,United Kingdom
556262,37327,sold as set on dotcom,-95,2011-06-09 18:04:00,0.0,,United Kingdom
556286,16052,Unknown product,-16,2011-06-10 09:22:00,0.0,,United Kingdom
556287,16043,Unknown product,-45,2011-06-10 09:22:00,0.0,,United Kingdom
556289,20823,Unknown product,-102,2011-06-10 09:23:00,0.0,,United Kingdom
556291,79164,Unknown product,2,2011-06-10 09:24:00,0.0,,United Kingdom
556292,21472,Unknown product,-1,2011-06-10 09:24:00,0.0,,United Kingdom
556299,21937,?,-161,2011-06-10 10:17:00,0.0,,United Kingdom
556300,20735,Unknown product,-472,2011-06-10 10:18:00,0.0,,United Kingdom
556301,22968,water damage,-50,2011-06-10 10:18:00,0.0,,United Kingdom
556306,37479B,sold as set by dotcom,-30,2011-06-10 10:38:00,0.0,,United Kingdom
556307,37479P,sold as set on dotcom,-30,2011-06-10 10:39:00,0.0,,United Kingdom
556308,22130,sold as set on dotcom,-390,2011-06-10 10:43:00,0.0,,United Kingdom
556309,22856,sold as set on dotcom,-30,2011-06-10 10:44:00,0.0,,United Kingdom
556310,22944,sold as set on dotcom,-42,2011-06-10 10:44:00,0.0,,United Kingdom
556311,37471,sold as set on dotcom,-12,2011-06-10 10:45:00,0.0,,United Kingdom
556312,22924,sold as set on dotcom,-30,2011-06-10 10:46:00,0.0,,United Kingdom
556313,22923,sold as set on dotcom,-12,2011-06-10 10:46:00,0.0,,United Kingdom
556314,23155,sold as set on dotcom,-84,2011-06-10 10:47:00,0.0,,United Kingdom
556315,22948,sold as set on dotcom,-108,2011-06-10 10:47:00,0.0,,United Kingdom
556316,22128,sold as set on dotcom,-24,2011-06-10 10:48:00,0.0,,United Kingdom
556317,22857,sold as set on dotcom,-48,2011-06-10 10:48:00,0.0,,United Kingdom
556319,22945,sold as set on dotcom,-618,2011-06-10 10:49:00,0.0,,United Kingdom
556320,22922,sold as set on dotcom,-42,2011-06-10 10:50:00,0.0,,United Kingdom
556321,79163,sold as set on dotcom,-24,2011-06-10 10:50:00,0.0,,United Kingdom
556322,22915,sold as set on dotcom,-204,2011-06-10 10:51:00,0.0,,United Kingdom
556326,20731,Unknown product,10,2011-06-10 11:21:00,0.0,,United Kingdom
556328,21027,Unknown product,47,2011-06-10 11:23:00,0.0,,United Kingdom
556418,47021G,Unknown product,288,2011-06-10 12:26:00,0.0,,United Kingdom
556430,22968,Unknown product,19,2011-06-10 13:24:00,0.0,,United Kingdom
556438,37479B,Unknown product,8,2011-06-10 14:36:00,0.0,,United Kingdom
556687,23003,Printing smudges/thrown away,-9058,2011-06-14 10:36:00,0.0,,United Kingdom
556690,23005,printing smudges/thrown away,-9600,2011-06-14 10:37:00,0.0,,United Kingdom
556691,23005,printing smudges/thrown away,-9600,2011-06-14 10:37:00,0.0,,United Kingdom
556884,22698,Unknown product,-61,2011-06-15 12:27:00,0.0,,United Kingdom
556933,22783,Unknown product,2,2011-06-15 15:42:00,0.0,,United Kingdom
556934,37479B,Unknown product,1,2011-06-15 15:43:00,0.0,,United Kingdom
556939,46000M,POLYESTER FILLER PAD 45x45cm,80,2011-06-15 16:34:00,0.0,,United Kingdom
556939,46000S,POLYESTER FILLER PAD 40x40cm,160,2011-06-15 16:34:00,0.0,,United Kingdom
556943,84809A,Unknown product,-126,2011-06-15 16:54:00,0.0,,United Kingdom
556944,84800L,Unknown product,-29,2011-06-15 16:54:00,0.0,,United Kingdom
556945,21614,Unknown product,3,2011-06-15 16:55:00,0.0,,United Kingdom
556946,37444A,Unknown product,2,2011-06-15 16:55:00,0.0,,United Kingdom
556947,22444,Unknown product,1,2011-06-15 16:55:00,0.0,,United Kingdom
556948,90104,Unknown product,1,2011-06-15 16:56:00,0.0,,United Kingdom
556949,85185D,Unknown product,1,2011-06-15 16:56:00,0.0,,United Kingdom
556950,84548,Unknown product,1,2011-06-15 16:56:00,0.0,,United Kingdom
556951,20975,Unknown product,2,2011-06-15 16:57:00,0.0,,United Kingdom
556952,21784,Unknown product,1,2011-06-15 16:57:00,0.0,,United Kingdom
556955,gift_0001_20,to push order througha s stock was,10,2011-06-16 09:04:00,0.0,,United Kingdom
556962,35965,Unknown product,12,2011-06-16 09:40:00,0.0,,United Kingdom
556963,35965,found some more on shelf,-9,2011-06-16 09:40:00,0.0,,United Kingdom
557025,22192,Unknown product,-9,2011-06-16 13:09:00,0.0,,United Kingdom
557028,79071B,Unknown product,-4,2011-06-16 13:25:00,0.0,,United Kingdom
557029,22480,Unknown product,-24,2011-06-16 13:29:00,0.0,,United Kingdom
557030,21446,Unknown product,-50,2011-06-16 13:30:00,0.0,,United Kingdom
557031,21447,Unknown product,-65,2011-06-16 13:31:00,0.0,,United Kingdom
557035,82583,?,-220,2011-06-16 13:52:00,0.0,,United Kingdom
557036,20867,?,-271,2011-06-16 13:53:00,0.0,,United Kingdom
557108,23113,Damaged,-1440,2011-06-16 15:58:00,0.0,,United Kingdom
557137,85141,Unknown product,3,2011-06-17 09:32:00,0.0,,United Kingdom
557138,21095,Unknown product,2,2011-06-17 09:33:00,0.0,,United Kingdom
557139,35965,Unknown product,2,2011-06-17 09:34:00,0.0,,United Kingdom
557390,21360,Show Samples,-4,2011-06-20 11:12:00,0.0,,United Kingdom
557412,35965,Unknown product,5,2011-06-20 11:38:00,0.0,,United Kingdom
557415,21937,Unknown product,12,2011-06-20 11:48:00,0.0,,United Kingdom
557417,84809B,damaged,-324,2011-06-20 11:51:00,0.0,,United Kingdom
557486,22084,Unknown product,44,2011-06-20 14:42:00,0.0,,United Kingdom
557491,85213,Unknown product,66,2011-06-20 15:08:00,0.0,,United Kingdom
557596,23114,Damaged,-1440,2011-06-21 11:33:00,0.0,,United Kingdom
557597,23115,Damaged,-1440,2011-06-21 11:33:00,0.0,,United Kingdom
557599,23116,Damaged,-1440,2011-06-21 11:34:00,0.0,,United Kingdom
557600,23117,Damaged,-1440,2011-06-21 11:35:00,0.0,,United Kingdom
557613,21841,Unknown product,80,2011-06-21 13:12:00,0.0,,United Kingdom
557756,22567,Unknown product,-14,2011-06-22 13:18:00,0.0,,United Kingdom
557777,44265,Unknown product,-5,2011-06-22 15:11:00,0.0,,United Kingdom
557778,21161,Unknown product,-38,2011-06-22 15:11:00,0.0,,United Kingdom
557784,21421,damaged,-5,2011-06-22 15:49:00,0.0,,United Kingdom
557806,84706D,Unknown product,-5,2011-06-23 10:32:00,0.0,,United Kingdom
557847,84387A,Unknown product,11,2011-06-23 10:49:00,0.0,,United Kingdom
557851,85130A,Unknown product,-23,2011-06-23 10:57:00,0.0,,United Kingdom
558032,22443,Unknown product,-7,2011-06-24 12:14:00,0.0,,United Kingdom
558033,84876B,Unknown product,-59,2011-06-24 12:15:00,0.0,,United Kingdom
558034,20658,Unknown product,-78,2011-06-24 12:17:00,0.0,,United Kingdom
558238,22722,Unknown product,-21,2011-06-27 15:04:00,0.0,,United Kingdom
558244,84796B,Unknown product,-2,2011-06-27 15:52:00,0.0,,United Kingdom
558245,22734,FOUND,8,2011-06-27 16:28:00,0.0,,United Kingdom
558268,21351,damaged,-220,2011-06-28 10:17:00,0.0,,United Kingdom
558305,21027,Unknown product,7,2011-06-28 10:59:00,0.0,,United Kingdom
558306,85232D,mix up with c,-118,2011-06-28 10:59:00,0.0,,United Kingdom
558307,22088,Unknown product,-39,2011-06-28 11:02:00,0.0,,United Kingdom
558308,84576,Unknown product,-10,2011-06-28 11:02:00,0.0,,United Kingdom
558309,85132B,Unknown product,-42,2011-06-28 11:03:00,0.0,,United Kingdom
558318,85232A,Unknown product,-14,2011-06-28 11:52:00,0.0,,United Kingdom
558340,22514,CHILDS GARDEN SPADE BLUE,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22431,WATERING CAN BLUE ELEPHANT,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22430,ENAMEL WATERING CAN CREAM,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22414,DOORMAT NEIGHBOURHOOD WITCH,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22380,TOY TIDY SPACEBOY,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22364,GLASS JAR DIGESTIVE BISCUITS,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22362,GLASS JAR PEACOCK BATH SALTS,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22357,KINGS CHOICE BISCUIT TIN,3,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22301,COFFEE MUG CAT + BIRD DESIGN,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,21556,CERAMIC STRAWBERRY MONEY BOX,2,2011-06-28 14:01:00,0.0,,United Kingdom
558340,21116,OWL DOORSTOP,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,85099F,JUMBO BAG STRAWBERRY,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,85099B,JUMBO BAG RED RETROSPOT,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22627,MINT KITCHEN SCALES,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,48184,DOORMAT ENGLISH ROSE,3,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22692,DOORMAT WELCOME TO OUR HOME,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22684,FRENCH BLUE METAL DOOR SIGN 9,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22685,FRENCH BLUE METAL DOOR SIGN 0,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22683,FRENCH BLUE METAL DOOR SIGN 8,2,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22679,FRENCH BLUE METAL DOOR SIGN 4,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22678,FRENCH BLUE METAL DOOR SIGN 3,2,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22686,FRENCH BLUE METAL DOOR SIGN No,4,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22680,FRENCH BLUE METAL DOOR SIGN 5,4,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22676,FRENCH BLUE METAL DOOR SIGN 1,3,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22626,BLACK KITCHEN SCALES,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22526,WHEELBARROW FOR CHILDREN,1,2011-06-28 14:01:00,0.0,,United Kingdom
558340,22515,CHILDS GARDEN SPADE PINK,3,2011-06-28 14:01:00,0.0,,United Kingdom
558342,20731,Unknown product,1,2011-06-28 14:36:00,0.0,,United Kingdom
558343,84709B,Unknown product,6,2011-06-28 14:44:00,0.0,,United Kingdom
558344,47013C,Unknown product,4,2011-06-28 14:44:00,0.0,,United Kingdom
558345,21784,Unknown product,6,2011-06-28 14:45:00,0.0,,United Kingdom
558346,35965,Unknown product,3,2011-06-28 14:45:00,0.0,,United Kingdom
558369,21082,found,3,2011-06-28 15:40:00,0.0,,United Kingdom
558377,37423,Unknown product,-17,2011-06-28 16:24:00,0.0,,United Kingdom
558378,79161A,Unknown product,-13,2011-06-28 16:27:00,0.0,,United Kingdom
558379,22618,"mouldy, unsaleable.",-1681,2011-06-28 16:34:00,0.0,,United Kingdom
558445,22034,Unknown product,-18,2011-06-29 13:39:00,0.0,,United Kingdom
558446,22164,Unknown product,-80,2011-06-29 13:40:00,0.0,,United Kingdom
558448,22163,Unknown product,-90,2011-06-29 13:40:00,0.0,,United Kingdom
558449,21807,Unknown product,-35,2011-06-29 13:40:00,0.0,,United Kingdom
558450,21145,Unknown product,40,2011-06-29 13:41:00,0.0,,United Kingdom
558451,21817,Unknown product,-80,2011-06-29 13:41:00,0.0,,United Kingdom
558457,21147,?,-95,2011-06-29 13:59:00,0.0,,United Kingdom
558464,35966,Unknown product,-20,2011-06-29 15:17:00,0.0,,United Kingdom
558476,84597B,damages,-6,2011-06-29 16:04:00,0.0,,United Kingdom
558477,84597C,Unknown product,-1,2011-06-29 16:04:00,0.0,,United Kingdom
558520,21896,Unknown product,-38,2011-06-30 10:25:00,0.0,,United Kingdom
558663,23574,Unknown product,100,2011-07-01 10:44:00,0.0,,United Kingdom
558723,84865,damaged,-7,2011-07-01 14:28:00,0.0,,United Kingdom
558724,35966,Unknown product,14,2011-07-01 14:30:00,0.0,,United Kingdom
558725,84944,found,37,2011-07-01 14:31:00,0.0,,United Kingdom
558728,20826,Unknown product,-1,2011-07-01 14:50:00,0.0,,United Kingdom
558730,22060,damaged,-1,2011-07-01 14:51:00,0.0,,United Kingdom
558732,47341A,Unknown product,-1,2011-07-01 14:55:00,0.0,,United Kingdom
558741,37444C,Unknown product,-1,2011-07-01 15:52:00,0.0,,United Kingdom
558742,62043B,Unknown product,-1,2011-07-01 15:56:00,0.0,,United Kingdom
558743,35810B,Unknown product,-4,2011-07-01 15:56:00,0.0,,United Kingdom
558889,84857B,Unknown product,24,2011-07-04 15:32:00,0.0,,United Kingdom
558890,84857C,Unknown product,-24,2011-07-04 15:34:00,0.0,,United Kingdom
558913,84548,Unknown product,11,2011-07-05 09:32:00,0.0,,United Kingdom
558914,84686,Unknown product,11,2011-07-05 09:32:00,0.0,,United Kingdom
558915,20716,Unknown product,4,2011-07-05 09:33:00,0.0,,United Kingdom
559037,82583,Unknown product,10,2011-07-05 15:29:00,0.0,,United Kingdom
559147,84944,Unknown product,147,2011-07-06 14:32:00,0.0,,United Kingdom
559296,23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,200,2011-07-07 12:35:00,0.0,,United Kingdom
559296,22616,PACK OF 12 LONDON TISSUES,204,2011-07-07 12:35:00,0.0,,United Kingdom
559296,23298,SPOTTY BUNTING,170,2011-07-07 12:35:00,0.0,,United Kingdom
559314,84584,?,-50,2011-07-07 13:51:00,0.0,,United Kingdom
559335,21147,found,72,2011-07-07 15:57:00,0.0,,United Kingdom
559365,22451,Unknown product,-3,2011-07-08 08:53:00,0.0,,United Kingdom
559373,16156S,Unknown product,-110,2011-07-08 10:36:00,0.0,,United Kingdom
559374,22050,Unknown product,-100,2011-07-08 10:37:00,0.0,,United Kingdom
559375,22051,?,-300,2011-07-08 10:37:00,0.0,,United Kingdom
559376,48116,Unknown product,-35,2011-07-08 10:38:00,0.0,,United Kingdom
559377,23283,Unknown product,17,2011-07-08 10:39:00,0.0,,United Kingdom
559378,21781,damages?,-39,2011-07-08 10:40:00,0.0,,United Kingdom
559379,79337,Unknown product,-8,2011-07-08 10:42:00,0.0,,United Kingdom
559390,21700,Unknown product,-110,2011-07-08 10:46:00,0.0,,United Kingdom
559398,21169,Unknown product,-70,2011-07-08 10:48:00,0.0,,United Kingdom
559402,21635,Unknown product,-8,2011-07-08 10:49:00,0.0,,United Kingdom
559405,22863,Unknown product,-7,2011-07-08 10:50:00,0.0,,United Kingdom
559410,84341B,Unknown product,-179,2011-07-08 10:51:00,0.0,,United Kingdom
559414,22855,Unknown product,-4,2011-07-08 10:52:00,0.0,,United Kingdom
559423,71143,Unknown product,-14,2011-07-08 12:06:00,0.0,,United Kingdom
559503,21763,Unknown product,1,2011-07-08 15:06:00,0.0,,United Kingdom
559602,84686,Unknown product,23,2011-07-11 11:26:00,0.0,,United Kingdom
559603,79337,Unknown product,1,2011-07-11 11:27:00,0.0,,United Kingdom
559604,22084,Unknown product,3,2011-07-11 11:27:00,0.0,,United Kingdom
559655,21166,?,-124,2011-07-11 12:57:00,0.0,,United Kingdom
559792,21067,Unknown product,-66,2011-07-12 12:31:00,0.0,,United Kingdom
559825,21067,Unknown product,23,2011-07-12 17:41:00,0.0,,United Kingdom
559943,21578,?,-251,2011-07-14 10:21:00,0.0,,United Kingdom
559946,21578,Unknown product,200,2011-07-14 10:26:00,0.0,,United Kingdom
560037,22242,Unknown product,-34,2011-07-14 14:00:00,0.0,,United Kingdom
560039,20713,wrongly marked. 23343 in box,-3100,2011-07-14 14:27:00,0.0,,United Kingdom
560040,23343,came coded as 20713,3100,2011-07-14 14:28:00,0.0,,United Kingdom
560091,44236,Unknown product,-10,2011-07-14 17:03:00,0.0,,United Kingdom
560110,21673,Unknown product,-40,2011-07-15 09:51:00,0.0,,United Kingdom
560111,84874B,Unknown product,-3,2011-07-15 09:52:00,0.0,,United Kingdom
560112,21683,Unknown product,-38,2011-07-15 09:52:00,0.0,,United Kingdom
560113,21865,Unknown product,-40,2011-07-15 09:52:00,0.0,,United Kingdom
560114,75172,Unknown product,-35,2011-07-15 09:53:00,0.0,,United Kingdom
560116,22084,Unknown product,15,2011-07-15 10:09:00,0.0,,United Kingdom
560213,10123C,Unknown product,-18,2011-07-15 15:05:00,0.0,,United Kingdom
560214,16162L,Unknown product,-54,2011-07-15 15:07:00,0.0,,United Kingdom
560215,16162M,Unknown product,-84,2011-07-15 15:08:00,0.0,,United Kingdom
560216,16162L,Unknown product,30,2011-07-15 15:11:00,0.0,,United Kingdom
560218,16162M,alan hodge cant mamage this section,30,2011-07-15 15:12:00,0.0,,United Kingdom
560283,22624,IVORY KITCHEN SCALES,12,2011-07-18 08:32:00,0.0,,EIRE
560283,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,2011-07-18 08:32:00,0.0,,EIRE
560328,35968,Found,63,2011-07-18 11:00:00,0.0,,United Kingdom
560329,35965,found,6,2011-07-18 11:07:00,0.0,,United Kingdom
560358,35965,dotcom,26,2011-07-18 11:46:00,0.0,,United Kingdom
560388,21635,Unknown product,1,2011-07-18 13:12:00,0.0,,United Kingdom
560389,37444A,Unknown product,1,2011-07-18 13:13:00,0.0,,United Kingdom
560399,82583,Unknown product,17,2011-07-18 14:18:00,0.0,,United Kingdom
560400,21069,Unknown product,6,2011-07-18 14:19:00,0.0,,United Kingdom
560401,84925F,Unknown product,15,2011-07-18 14:19:00,0.0,,United Kingdom
560402,21067,Unknown product,2,2011-07-18 14:19:00,0.0,,United Kingdom
560403,21272,Unknown product,17,2011-07-18 14:19:00,0.0,,United Kingdom
560404,21472,Unknown product,1,2011-07-18 14:20:00,0.0,,United Kingdom
560405,22080,Unknown product,1,2011-07-18 14:20:00,0.0,,United Kingdom
560406,22088,Unknown product,1,2011-07-18 14:21:00,0.0,,United Kingdom
560407,35653,Unknown product,9,2011-07-18 14:21:00,0.0,,United Kingdom
560423,16169K,Unknown product,-25,2011-07-18 15:15:00,0.0,,United Kingdom
560424,21503,Unknown product,-84,2011-07-18 15:15:00,0.0,,United Kingdom
560425,81950B,Unknown product,-23,2011-07-18 15:15:00,0.0,,United Kingdom
560427,84629,Unknown product,-2,2011-07-18 15:16:00,0.0,,United Kingdom
560428,21634,Unknown product,-169,2011-07-18 15:17:00,0.0,,United Kingdom
560429,85086A,Unknown product,6,2011-07-18 15:17:00,0.0,,United Kingdom
560440,84029E,Unknown product,-1,2011-07-18 16:36:00,0.0,,United Kingdom
